1120	RAPAN
1360	LA VALBONNE
1120	CHANES
1800	MARFOZ
1700	LE MAS RILLIER
1630	CERN SITE DE PREVESSIN
1000	BROU
1700	LES ECHETS
2300	ABBECOURT
2800	ACHERY
2200	ACY
2340	AGNICOURT ET SECHELLES
2190	AGUILCOURT
2110	AISONVILLE ET BERNOVILLE
2820	AIZELLES
2370	AIZY JOUY
2240	ALAINCOURT
2320	ALLEMANT
2290	AMBLENY
2200	AMBRIEF
2190	AMIFONTAINE
2700	AMIGNY ROUY
2600	ANCIENVILLE
2800	ANDELAIN
2800	ANGUILCOURT LE SART
2320	ANIZY LE CHATEAU
2480	ANNOIS
2500	ANY MARTIN RIEUX
2360	ARCHON
2130	ARCY STE RESTITUE
2210	ARMENTIERES SUR OURCQ
2860	ARRANCY
2480	ARTEMPS
2330	ARTONGES
2270	ASSIS SUR SERRE
2840	ATHIES SOUS LAON
2490	ATTILLY
2420	AUBENCHEUL AUX BOIS
2500	AUBENTON
2590	AUBIGNY AUX KAISNES
2820	AUBIGNY EN LAONNOIS
2300	AUDIGNICOURT
2120	AUDIGNY
2220	AUGY
2000	AULNOIS SOUS LAON
2360	LES AUTELS
2250	AUTREMENCOURT
2580	AUTREPPES
2300	AUTREVILLE
2400	AZY SUR MARNE
2290	BAGNEUX
2140	BANCIGNY
2160	BARBONVAL
2000	BARENTON BUGNY
2000	BARENTON CEL
2270	BARENTON SUR SERRE
2700	BARISIS
2170	BARZY EN THIERACHE
2850	BARZY SUR MARNE
2380	BASSOLES AULERS
2330	BAULNE EN BRIE
2220	BAZOCHES SUR VESLES
2500	BEAUME
2300	BEAUMONT EN BEINE
2110	BEAUREVOIR
2160	BEAURIEUX
2800	BEAUTOR
2590	BEAUVOIS EN VERMANDOIS
2110	BECQUIGNY
2400	BELLEAU
2420	BELLENGLISE
2200	BELLEU
2420	BELLICOURT
2440	BENAY
2450	BERGUES SUR SAMBRE
2250	BERLANCOURT
2340	BERLISE
2120	BERNOT
2290	BERNY RIVIERE
2820	BERRIEUX
2190	BERRY AU BAC
2800	BERTAUCOURT EPOURDON
2240	BERTHENICOURT
2190	BERTRICOURT
2200	BERZY LE SEC
2300	BESME
2500	BESMONT
2870	BESNY ET LOIZY
2300	BETHANCOURT EN VAUX
2210	BEUGNEUX
2130	BEUVARDES
2310	BEZU LE GUERY
2400	BEZU ST GERMAIN
2300	BICHANCOURT
2290	BIEUXY
2860	BIEVRES
2200	BILLY SUR AISNE
2210	BILLY SUR OURCQ
2160	BLANZY LES FISMES
2300	BLERANCOURT
2400	BLESMES
2110	BOHAIN EN VERMANDOIS
2270	BOIS LES PARGNY
2350	BONCOURT
2400	BONNEIL
2400	BONNESVALYN
2420	BONY
2250	BOSMONT SUR SERRE
2860	BOUCONVILLE VAUCLAIR
2450	BOUE
2160	BOUFFIGNEREUX
2400	BOURESCHES
2160	BOURG ET COMIN
2300	BOURGUIGNON SOUS COUCY
2000	BOURGIGNON SOUS MONTBAVIN
2140	LA BOUTEILLE
2220	BRAINE
2320	BRANCOURT EN LAONNOIS
2110	BRANCOURT LE GRAND
2130	BRANGES
2400	BRASLES
2000	BRAYE EN LAONNOIS
2140	BRAYE EN THIERACHE
2480	BRAY ST CHRISTOPHE
2880	BRAYE
2210	BRECY
2220	BRENELLE
2210	BRENY
2870	BRIE
2240	BRISSAY CHOIGNY
2240	BRISSY HAMEGICOURT
2810	BRUMETZ
2360	BRUNEHAMEL
2130	BRUYERES SUR FERE
2860	BRUYERES ET MONTBERAULT
2220	BRUYS
2500	BUCILLY
2880	BUCY LE LONG
2870	BUCY LES CERNY
2350	BUCY LES PIERREPONT
2500	BUIRE
2620	BUIRONFOSSE
2140	BURELLES
2810	BUSSIARES
2200	BUZANCY
2300	CAILLOUEL CREPIGNY
2300	CAMELIN
2260	LA CAPELLE
2680	CASTRES
2420	LE CATELET
2490	CAULAINCOURT
2300	CAUMONT
2330	CELLES LES CONDE
2540	CELLE SOUS MONTMIRAIL
2370	CELLES SUR AISNE
2240	CERIZY
2860	CERNY EN LAONNOIS
2870	CERNY LES BUCY
2220	CERSEUIL
2320	CESSIERES
2200	CHACRISE
2000	CHAILLEVOIS
2270	CHALANDRY
2000	CHAMBRY
2860	CHAMOUILLE
2670	CHAMPS
2340	CHAOURSE
2330	LA CHAPELLE MONTHODON
2570	LA CHAPELLE SUR CHEZY
2310	CHARLY
2850	LE CHARMEL
2800	CHARMES
2400	CHARTEVES
2370	CHASSEMY
2400	CHATEAU THIERRY
2270	CHATILLON LES SONS
2240	CHATILLON SUR OISE
2160	CHAUDARDES
2200	CHAUDUN
2300	CHAUNY
2000	CHAVIGNON
2880	CHAVIGNY
2370	CHAVONNE
2860	CHERET
2860	CHERMIZY AILLES
2220	CHERY CHARTREUVE
2000	CHERY LES POUILLY
2360	CHERY LES ROZOY
2250	CHEVENNES
2000	CHEVREGNY
2270	CHEVRESIS MONCEAU
2810	CHEZY EN ORXOIS
2570	CHEZY SUR MARNE
2400	CHIERRY
2120	CHIGNY
2350	CHIVRES EN LAONNOIS
2880	CHIVRES VAL
2000	CHIVY LES ETOUVELLES
2210	CHOUY
2130	CIERGES
2250	CILLY
2220	CIRY SALSOGNE
2000	CLACY ET THIERRET
2260	CLAIRFONTAINE
2880	CLAMECY
2440	CLASTRES
2340	CLERMONT LES FERMES
2600	COEUVRES ET VALSERY
2130	COHAN
2210	COINCY
2360	COINGT
2860	COLLIGIS CRANDELAIN
2120	COLONFAY
2300	COMMENCHON
2160	CONCEVREUX
2330	CONDE EN BRIE
2370	CONDE SUR AISNE
2190	CONDE SUR SUIPPE
2700	CONDREN
2330	CONNIGIS
2680	CONTESCOURT
2820	CORBENY
2600	CORCY
2380	COUCY LE CHATEAU AUFFRIQU
2840	COUCY LES EPPES
2380	COUCY LA VILLE
2130	COULONGES COHAN
2310	COUPRU
2800	COURBES
2330	COURBOIN
2220	COURCELLES SUR VESLES
2810	COURCHAMPS
2200	COURMELLES
2130	COURMONT
2850	COURTEMONT VARENNES
2820	COURTRIZY ET FUSSIGNY
2220	COUVRELLES
2270	COUVRON ET AUMENCOURT
2600	COYOLLES
2130	CRAMAILLE
2160	CRAONNE
2160	CRAONNELLE
2380	CRECY AU MONT
2270	CRECY SUR SERRE
2870	CREPY
2650	CREZANCY
2110	CROIX FONSOMMES
2210	LA CROIX SUR OURCQ
2310	CROUTTES SUR MARNE
2880	CROUY
2120	CRUPILLY
2880	CUFFIES
2480	CUGNY
2210	CUGNY LES CROUTTES
2350	CUIRIEUX
2220	CUIRY HOUSSE
2160	CUIRY LES CHAUDARDES
2360	CUIRY LES IVIERS
2160	CUISSY ET GENY
2200	CUISY EN ALMONT
2600	CUTRY
2220	CYS LA COMMUNE
2140	DAGNY LAMBERCY
2680	DALLON
2470	DAMMARD
2600	DAMPLEUX
2800	DANIZY
2270	DERCY
2700	DEUILLET
2220	DHUIZEL
2340	DIZY LE GROS
2360	DOHIS
2360	DOLIGNON
2600	DOMMIERS
2310	DOMPTIN
2450	DORENGT
2590	DOUCHY
2130	DRAVEGNY
2210	DROIZY
2480	DURY
2350	EBOULEAU
2500	EFFRY
2260	ENGLANCOURT
2290	EPAGNY
2500	EPARCY
2400	EPAUX BEZU
2400	EPIEDS
2540	L EPINE AUX BOIS
2840	EPPES
2250	ERLON
2260	ERLOY
59360	ESCAUFOURT
2170	ESQUEHERIES
2690	ESSIGNY LE GRAND
2100	ESSIGNY LE PETIT
2570	ESSISES
2400	ESSOMES SUR MARNE
2420	ESTREES
2400	ETAMPES SUR MARNE
2110	ETAVES ET BOCQUIAUX
2000	ETOUVELLES
2580	ETREAUPONT
2590	ETREILLERS
2400	ETREPILLY
2510	ETREUX
2190	EVERGNICOURT
2700	FARGNIERS
2320	FAUCOUCOURT
2600	FAVEROLLES
2100	FAYET
2800	LA FERE
2130	FERE EN TARDENOIS
2270	LA FERTE CHEVRESIS
2460	LA FERTE MILON
2450	FESMY-LE-SART
2840	FESTIEUX
2110	FIEULAINE
2000	FILAIN
2260	LA FLAMENGRIE
2120	FLAVIGNY LE GRAND ET BEAU
2520	FLAVY LE MARTEL
2600	FLEURY
2590	FLUQUIERES
2670	FOLEMBRAY
2110	FONSOMMES
2680	FONTAINE LES CLERCS
2140	FONTAINE LES VERVINS
2110	FONTAINE NOTRE DAME
2110	FONTAINE UTERTE
2170	FONTENELLE
2540	FONTENELLE EN BRIE
2290	FONTENOY
2590	FORESTE
2650	FOSSOY
2870	FOURDRAIN
2760	FRANCILLY SELENCY
2140	FRANQUEVILLE
2130	FRESNES EN TARDENOIS
2380	FRESNES
2230	FRESNOY LE GRAND
2800	FRESSANCOURT
2700	FRIERES FAILLOUEL
2260	FROIDESTREES
2270	FROIDMONT COHARTILLE
2810	GANDELU
2430	GAUCHY
2140	GERCY
2260	GERGNY
2590	GERMAINE
2160	GERNICOURT
2440	GIBERCOURT
2350	GIZY
2400	GLAND
2160	GLENNES
2820	GOUDELANCOURT LES BERRIEU
2350	GOUDELANCOURT LES PIERREP
2130	GOUSSANCOURT
2420	GOUY
2350	GRANDLUP ET FAY
2360	GRANDRIEUX
2100	GRICOURT
2210	GRISOLLES
2140	GRONARD
2110	GROUGIS
2680	GRUGIES
2190	GUIGNICOURT
2120	GUISE
2300	GUIVRY
2300	GUNY
2160	GUYENCOURT
2510	HANNAPES
2480	HAPPENCOURT
2600	HARAMONT
2140	HARCIGNY
2420	HARGICOURT
2100	HARLY
2210	HARTENNES ET TAUX
2140	HARY
2420	LE HAUCOURT
2810	HAUTEVESNES
2120	HAUTEVILLE
2140	HAUTION
2500	LA HERIE
2120	LE HERIE LA VIEVILLE
2440	HINACOURT
2500	HIRSON
2760	HOLNON
2720	HOMBLIERES
2140	HOURY
2250	HOUSSET
2510	IRON
2240	ITANCOURT
2360	IVIERS
2850	JAULGONNE
2490	JEANCOURT
2140	JEANTES
2420	JONCOURT
2220	JOUAIGNES
2370	JOUY
2380	JUMENCOURT
2160	JUMIGNY
2480	JUSSY
2880	JUVIGNY
2190	JUVINCOURT ET DAMARY
2880	LAFFAUX
2140	LAIGNY
2590	LANCHY
2120	LANDIFAY ET BERTAIGNEMONT
2140	LANDOUZY LA COUR
2140	LANDOUZY LA VILLE
2380	LANDRICOURT
2000	LANISCOURT
2000	LAON
2150	LAPPION
2600	LARGNY SUR AUTOMNE
2210	LATILLY
2210	LAUNOY
2860	LAVAL EN LAONNOIS
2450	LAVAQUERESSE
2600	LAVERSINE
2140	LEME
2420	LEMPIRE
2260	LERZY
2170	LESCHELLES
2100	LESDINS
2220	LESGES
2120	LESQUIELLES ST GERMAIN
2380	LEUILLY SOUS COUCY
2880	LEURY
2500	LEUZE
2420	LEVERGIES
2220	LHUYS
2810	LICY CLIGNON
2860	LIERVAL
2350	LIESSE NOTRE DAME
2700	LIEZ
2220	LIME
2340	LISLET
2320	LIZY
2500	LOGNY LES AUBENTON
2300	LOMBRAY
2120	LONGCHAMPS
2600	LONGPONT
2160	LONGUEVAL BARBONVAL
2190	LOR
2600	LOUATRE
2130	LOUPEIGNE
2400	LUCY LE BOCAGE
2140	LUGNY
2500	LUZOIR
2440	LY FONTAINE
2220	MAAST ET VIOLAINE
2350	MACHECOURT
2470	MACOGNY
2120	MACQUIGNY
2420	MAGNY LA FOSSE
2490	MAISSEMY
2160	MAIZY
2190	LA MALMAISON
2120	MALZY
2300	MANICAMP
2350	MARCHAIS
2540	MARCHAIS EN BRIE
2720	MARCY
2250	MARCY SOUS MARLE
2300	MAREST DAMPCOURT
2130	MAREUIL EN DOLE
2140	MARFONTAINE
2880	MARGIVAL
2810	MARIGNY EN ORXOIS
2470	MARIZY STE GENEVIEVE
2470	MARIZY ST MARD
2250	MARLE
2120	MARLY GOMONT
2500	MARTIGNY
2860	MARTIGNY COURPIERRE
2820	MAUREGNY EN HAYE
2800	MAYOT
2700	MENNESSIS
2190	MENNEVILLE
2630	MENNEVRET
2200	MERCIN ET VAUX
2000	MERLIEUX ET FOUQUEROLLES
2160	MERVAL
2270	MESBRECOURT RICHECOURT
2720	MESNIL ST LAURENT
2160	MEURIVAL
2240	MEZIERES SUR OISE
2650	MEZY MOULINS
2200	MISSY AUX BOIS
2350	MISSY LES PIERREPONT
2880	MISSY SUR AISNE
2110	MOLAIN
2000	MOLINCHART
2000	MONAMPTEUIL
2270	MONCEAU LE NEUF ET FAUCOU
2270	MONCEAU LES LEUPS
2840	MONCEAU LE WAAST
2120	MONCEAU SUR OISE
2500	MONDREPUIS
2470	MONNES
2000	MONS EN LAONNOIS
2820	MONTAIGU
2000	MONTBAVIN
2110	MONTBREHAIN
2860	MONTCHALONS
2340	MONTCORNET
2390	MONT D ORIGNY
2440	MONTESCOURT LIZEROL
2540	MONTFAUCON
2600	MONTGOBERT
2210	MONTGRU ST HILAIRE
2860	MONTHENAULT
2400	MONTHIERS
2330	MONTHUREL
2110	MONTIGNY EN ARROUAISE
2810	MONTIGNY L ALLIER
2250	MONTIGNY LE FRANC
2290	MONTIGNY LENGRAIN
2330	MONTIGNY LES CONDE
2250	MONTIGNY SOUS MARLE
2270	MONTIGNY SUR CRECY
2330	MONTLEVON
2340	MONTLOUE
2220	MONT NOTRE DAME
2310	MONTREUIL AUX LIONS
2360	MONT ST JEAN
2220	MONT ST MARTIN
2400	MONT ST PERE
2100	MORCOURT
2360	MORGNY EN THIERACHE
2290	MORSAIN
2600	MORTEFONTAINE
2270	MORTIERS
2160	MOULINS
2160	MOUSSY VERNEUIL
2610	MOY DE L AISNE
2210	MURET ET CROUTTES
2160	MUSCOURT
2140	NAMPCELLES LA COUR
2200	NAMPTEUIL SOUS MURET
2880	NANTEUIL LA FOSSE
2210	NANTEUIL NOTRE DAME
2420	NAUROY
2400	NESLES LA MONTAGNE
2190	NEUFCHATEL SUR AISNE
2300	NEUFLIEUX
2470	NEUILLY ST FRONT
2500	NEUVE MAISON
2250	LA NEUVILLE BOSMONT
2300	LA NEUVILLE EN BEINE
2250	LA NEUVILLE HOUSSET
2450	LA NEUVILLE LES DORENGT
2100	NEUVILLE ST AMAND
2860	NEUVILLE SUR AILETTE
2880	NEUVILLE SUR MARGIVAL
2390	NEUVILLETTE
2150	NIZY LE COMTE
2400	NOGENTEL
2310	NOGENT L ARTAUD
2340	NOIRCOURT
2600	NOROY SUR OURCQ
2170	LE NOUVION EN THIERACHE
2270	NOUVION ET CATILLON
2800	NOUVION LE COMTE
2860	NOUVION LE VINEUX
2290	NOUVRON VINGRE
2120	NOYALES
2200	NOYANT ET ACONIN
2160	OEUILLY
2300	OGNES
2500	OHIS
2600	OIGNY EN VALOIS
2450	OISY
2480	OLLEZY
2100	OMISSY
2190	ORAINVILLE
2860	ORGEVAL
2550	ORIGNY EN THIERACHE
2390	ORIGNY STE BENOITE
2290	OSLY COURTIL
2370	OSTEL
2160	OULCHES LA VALLEE FOULON
2210	OULCHY LA VILLE
2210	OULCHY LE CHATEAU
2220	PAARS
2160	PAISSY
2860	PANCY COURTECON
2260	PAPLEUX
2210	PARCY ET TIGNY
2360	PARFONDEVAL
2840	PARFONDRU
2160	PARGNAN
2000	PARGNY FILAIN
2330	PARGNY LA DHUYS
2270	PARGNY LES BOIS
2240	PARPEVILLE
2200	PASLY
2470	PASSY EN VALOIS
2850	PASSY SUR MARNE
2310	PAVANT
2160	PERLES
2200	PERNANT
2300	PIERREMANDE
2350	PIERREPONT
2190	PIGNICOURT
2320	PINON
2600	PISSELEUX
2480	PITHON
2240	PLEINE SELVE
2210	LE PLESSIER HULEU
2200	PLOISY
2140	PLOMION
2860	PLOYART VAURSEINE
2200	POMMIERS
2270	PONT A BUCY
2160	PONT ARCY
2160	PONTAVERT
2490	PONTRU
2490	PONTRUET
2380	PONT ST MARD
2270	POUILLY SUR SERRE
2110	PREMONT
2320	PREMONTRE
2370	PRESLES ET BOVES
2860	PRESLES ET THIERNY
2470	PRIEZ
2140	PRISCES
2120	PROISY
2120	PROIX
2190	PROUVAIS
2190	PROVISEUX ET PLESNOY
2600	PUISEUX EN RETZ
2120	PUISIEUX ET CLANLIEU
2700	QUESSY
2300	QUIERZY
2380	QUINCY BASSE
2220	QUINCY SOUS LE MONT
2360	RAILLIMONT
2110	RAMICOURT
2240	REGNY
2100	REMAUCOURT
2270	REMIES
2440	REMIGNY
2240	RENANSART
2340	RENNEVAL
2360	RESIGNY
2290	RESSONS LE LONG
2600	RETHEUIL
2850	REUILLY SAUVIGNY
2160	REVILLON
2110	RIBEAUVILLE
2240	RIBEMONT
2210	ROCOURT ST MARTIN
2260	ROCQUIGNY
2800	ROGECOURT
2140	ROGNY
2310	ROMENY SUR MARNE
2120	ROMERY
2130	RONCHERES
2160	ROUCY
2140	ROUGERIES
2590	ROUPY
2100	ROUVROY
2360	ROUVROY SUR SERRE
