1400	L ABERGEMENT CLEMENCIAT
1640	L ABERGEMENT DE VAREY
1090	AMAREINS
1500	AMBERIEU EN BUGEY
1330	AMBERIEUX EN DOMBES
1300	AMBLEON
1500	AMBRONAY
1500	AMBUTRIX
1300	ANDERT ET CONDON
1350	ANGLEFORT
1100	APREMONT
1110	ARANC
1230	ARANDAS
1100	ARBENT
1300	ARBIGNIEU
1190	ARBIGNY
1230	ARGIS
1510	ARMIX
1480	ARS SUR FORMANS
1510	ARTEMARE
1570	ASNIERES SUR SAONE
1340	ATTIGNAT
1380	BAGE LA VILLE
1380	BAGE LE CHATEL
1360	BALAN
1990	BANEINS
1270	BEAUPONT
1480	BEAUREGARD
1810	BELLIGNAT
1360	BELIGNEUX
1200	BELLEGARDE SUR VALSERINE
1300	BELLEY
1130	BELLEYDOUX
1260	BELMONT LUTHEZIEU
1470	BENONCES
1370	BENY
1350	BEON
1340	BEREZIAT
1500	BETTANT
1290	BEY
1700	BEYNOST
1200	BILLIAT
1330	BIRIEUX
1290	BIZIAT
1150	BLYES
1250	BOHAS
1120	LA BOISSE
1190	BOISSEY
1450	BOLOZON
1330	BOULIGNEUX
1000	BOURG EN BRESSE
1800	BOURG ST CHRISTOPHE
1100	BOUVENT
1640	BOYEUX ST JEROME
1190	BOZ
1300	BREGNIER CORDON
1260	BRENAZ
1110	BRENOD
1300	BRENS
1360	BRESSOLLES
1460	BRION
1470	BRIORD
1310	BUELLAS
1510	LA BURBANCHE
1430	CEIGNES
1450	CERDON
1240	CERTINES
1090	CESSEINS
1170	CESSY
1250	CEYZERIAT
1350	CEYZERIEU
1320	CHALAMONT
1480	CHALEINS
1230	CHALEY
1450	CHALLES
1630	CHALLEX
1260	CHAMPAGNE EN VALROMEY
1110	CHAMPDOR
1410	CHAMPFROMIER
1420	CHANAY
1990	CHANEINS
1400	CHANOZ CHATENAY
1240	LA CHAPELLE DU CHATELARD
1260	CHARANCIN
1130	CHARIX
1800	CHARNOZ SUR AIN
1500	CHATEAU GAILLARD
1320	CHATENAY
1200	CHATILLON EN MICHAILLE
1320	CHATILLON LA PALUD
1400	CHATILLON SUR CHALARONNE
1190	CHAVANNES SUR REYSSOUZE
1250	CHAVANNES SUR SURAN
1660	CHAVEYRIAT
1510	CHAVORNAY
1300	CHAZEY BONS
1150	CHAZEY SUR AIN
1510	CHEIGNIEU LA BALME
1430	CHEVILLARD
1190	CHEVROUX
1170	CHEVRY
1200	CHEZERY FORENS
1390	CIVRIEUX
1250	CIZE
1230	CLEYZIEU
1270	COLIGNY
1550	COLLONGES
1300	COLOMIEU
1230	CONAND
1430	CONDAMINE
1400	CONDEISSIAT
1200	CONFORT
1310	CONFRANCON
1300	CONTREVOZ
1300	CONZIEU
1420	CORBONOD
1110	CORCELLES
1120	CORDIEUX
1110	CORLIER
1110	CORMARANCHE EN BUGEY
1290	CORMORANCHE SUR SAONE
1560	CORMOZ
1250	CORVEISSIAT
1370	COURMANGOUX
1560	COURTES
1320	CRANS
1340	CRAS SUR REYSSOUZE
1200	CRAZ EN MICHAILLE
1350	CRESSIN ROCHEFORT
1620	CROTTET
1170	CROZET
1290	CRUZILLES LES MEPILLAT
1370	CUISIAT
1350	CULOZ
1560	CURCIAT DONGALON
1310	CURTAFOND
1300	CUZIEU
1120	DAGNEUX
1220	DIVONNE LES BAINS
1380	DOMMARTIN
1240	DOMPIERRE SUR VEYLE
1400	DOMPIERRE SUR CHALARONNE
1270	DOMSURE
1590	DORTAN
1500	DOUVRES
1250	DROM
1160	DRUILLAT
1130	ECHALLON
1170	ECHENEVEX
1340	ETREZ
1230	EVOSGES
1800	FARAMANS
1480	FAREINS
1550	FARGES
1570	FEILLENS
1210	FERNEY VOLTAIRE
1260	FITIGNIEU
1350	FLAXIEU
1340	FOISSIAT
1090	AMAREINS FRANCHELEINS CES
1480	FRANS
1140	GARNERANS
1090	GENOUILLEUX
1460	GEOVREISSIAT
1100	GEOVREISSET
1250	GERMAGNAT
1170	GEX
1130	GIRON
1190	GORREVOD
1260	LE GRAND ABERGEMENT
1250	GRAND CORENT
1580	GRANGES
1290	GRIEGES
1220	GRILLY
1810	GROISSIAT
1680	GROSLEE
1090	GUEREINS
1250	HAUTECOURT ROMANECHE
1110	HAUTEVILLE LOMPNES
1110	HOSTIAS
1260	HOTONNES
1140	ILLIAT
1200	INJOUX GENISSIAT
1680	INNIMOND
1430	IZENAVE
1580	IZERNORE
1300	IZIEU
1480	JASSANS RIOTTIER
1250	JASSERON
1340	JAYAT
1250	JOURNANS
1800	JOYEUX
1640	JUJURIEUX
1450	LABALME
1150	LAGNIEU
1290	LAIZ
1130	LALLEYRIAT
1200	LANCRANS
1430	LANTENAY
1330	LAPEYROUSE
1350	LAVOURS
1200	LEAZ
1410	LELEX
1240	LENT
1560	LESCHEROUX
1150	LEYMENT
1450	LEYSSARD
1420	LHOPITAL
1680	LHUIS
1260	LILIGNOD
1260	LOCHIEU
1680	LOMPNAS
1260	LOMPNIEU
1800	LOYES
1360	LOYETTES
1090	LURCY
1260	LUTHEZIEU
1300	MAGNIEU
1430	MAILLAT
1340	MALAFRETAZ
1560	MANTENAY MONTLIN
1570	MANZIAT
1851	MARBOZ
1680	MARCHAMP
1300	MARIGNIEU
1240	MARLIEUX
1340	MARSONNAS
1810	MARTIGNAT
1600	MASSIEUX
1300	MASSIGNIEU DE RIVES
1580	MATAFELON GRANGES
1370	MEILLONNAS
1450	MERIGNAT
1480	MESSIMY SUR SAONE
1800	MEXIMIEUX
1250	BOHAS MEYRIAT RIGNAT
1660	MEZERIAT
1170	MIJOUX
1390	MIONNAY
1700	MIRIBEL
1600	MISERIEUX
1280	MOENS
1140	MOGNENEINS
1800	MOLLON
1250	MONTAGNAT
1470	MONTAGNIEU
1200	MONTANGES
1090	MONTCEAUX
1310	MONTCET
1800	LE MONTELLIER
1390	MONTHIEUX
1120	MONTLUEL
1090	MONTMERLE SUR SAONE
1310	MONTRACOL
1460	MONTREAL LA CLUSE
1340	MONTREVEL EN BRESSE
1460	NURIEUX VOLOGNAT
1300	MURS ET GELIGNIEUX
1130	NANTUA
1580	NAPT
1300	NATTAGES
1400	NEUVILLE LES DAMES
1160	NEUVILLE SUR AIN
1130	LES NEYROLLES
1700	NEYRON
1120	NIEVROZ
1230	NIVOLLET MONTGRIFFON
1200	OCHIAZ
1230	ONCIEU
1510	ORDONNAZ
1210	ORNEX
1430	OUTRIAZ
1100	OYONNAX
1190	OZAN
1600	PARCIEUX
1300	PARVES
1260	PASSIN
1630	PERON
1960	PERONNAS
1800	PEROUGES
1540	PERREX
1260	LE PETIT ABERGEMENT
1430	PEYRIAT
1300	PEYRIEU
1140	PEYZIEUX SUR SAONE
1270	PIRAJOUX
1120	PIZAY
1130	PLAGNE
1330	LE PLANTAY
1130	LE POIZAT
1310	POLLIAT
1350	POLLIEU
1450	PONCIN
1160	PONT D AIN
1190	PONT DE VAUX
1290	PONT DE VEYLE
1460	PORT
1550	POUGNY
1250	POUILLAT
1300	PREMEYZEL
1510	PREMILLIEU
1370	PRESSIAT
1280	PREVESSIN MOENS
1160	PRIAY
1510	PUGIEU
1250	RAMASSE
1390	RANCE
1990	RELEVANT
1620	REPLONGES
1250	REVONNAS
1600	REYRIEUX
1190	REYSSOUZE
1250	RIGNAT
1800	RIGNIEUX LE FRANC
1250	ROMANECHE
1400	ROMANS
1510	ROSSILLON
1260	RUFFIEU
1450	ST ALBAN
1380	ST ANDRE DE BAGE
1390	ST ANDRE DE CORCY
1290	ST ANDRE D HUIRIAT
1240	ST ANDRE LE BOUCHOUX
1240	ST ANDRE SUR VIEUX JONC
1190	ST BENIGNE
1300	ST BENOIT
1600	ST BERNARD
1300	ST BOIS
1300	ST CHAMP
1120	STE CROIX
1380	ST CYR SUR MENTHON
1000	ST DENIS LES BOURG
1500	ST DENIS EN BUGEY
1340	ST DIDIER D AUSSIAT
1600	ST DIDIER DE FORMANS
1140	ST DIDIER SUR CHALARONNE
1800	ST ELOI
1370	ST ETIENNE DU BOIS
1140	ST ETIENNE SUR CHALARONNE
1190	ST ETIENNE SUR REYSSOUZE
1600	STE EUPHEMIE
1630	ST GENIS POUILLY
1380	ST GENIS SUR MENTHON
1400	ST GEORGES SUR RENON
1130	ST GERMAIN DE JOUX
1300	ST GERMAIN LES PAROISSES
1240	ST GERMAIN SUR RENON
1630	ST JEAN DE GONVILLE
1800	ST JEAN DE NIOST
1390	ST JEAN DE THURIGNEUX
1640	ST JEAN LE VIEUX
1560	ST JEAN SUR REYSSOUZE
1290	ST JEAN SUR VEYLE
1150	STE JULIE
1560	ST JULIEN SUR REYSSOUZE
1540	ST JULIEN SUR VEYLE
1250	ST JUST
1620	ST LAURENT SUR SAONE
1390	ST MARCEL
1510	ST MARTIN DE BAVEL
1430	ST MARTIN DU FRENE
1160	ST MARTIN DU MONT
1310	ST MARTIN LE CHATEL
1700	ST MAURICE DE BEYNOST
1800	ST MAURICE DE GOURDANS
1500	ST MAURICE DE REMENS
1560	ST NIZIER LE BOUCHOUX
1320	ST NIZIER LE DESERT
1330	STE OLIVE
1240	ST PAUL DE VARAX
1230	ST RAMBERT EN BUGEY
1310	ST REMY
1150	ST SORLIN EN BUGEY
1340	ST SULPICE
1560	ST TRIVIER DE COURTES
1990	ST TRIVIER SUR MOIGNANS
1150	ST VULBAS
1270	SALAVRE
1580	SAMOGNAT
1400	SANDRANS
1150	SAULT BRENAZ
1220	SAUVERNY
1480	SAVIGNEUX
1170	SEGNY
1470	SEILLONNAZ
1630	SERGY
1190	SERMOYER
1470	SERRIERES DE BRIORD
1450	SERRIERES SUR AIN
1240	SERVAS
1560	SERVIGNAT
1420	SEYSSEL
1250	SIMANDRE SUR SURAN
1260	SONGIEU
1580	SONTHONNAX LA MONTAGNE
1150	SOUCLIN
1400	SULIGNAT
1420	SURJOUX
1260	SUTRIEU
1510	TALISSIEU
1230	TENAY
1110	THEZILLIEU
1120	THIL
1710	THOIRY
1140	THOISSEY
1230	TORCIEU
1250	TOSSIAT
1600	TOUSSIEUX
1390	TRAMOYES
1160	LA TRANCLIERE
1370	TREFFORT CUISIAT
1600	TREVOUX
1140	VALEINS
1660	VANDEINS
1160	VARAMBON
1150	VAUX EN BUGEY
1270	VERJON
1560	VERNOUX
1330	VERSAILLEUX
1210	VERSONNEX
1170	VESANCY
1560	VESCOURS
1570	VESINES
1100	VEYZIAT
1430	VIEU D IZENAVE
1260	VIEU
1330	VILLARS LES DOMBES
1150	VILLEBOIS
1270	VILLEMOTIER
1480	VILLENEUVE
1250	VILLEREVERSURE
1200	VILLES
1320	VILLETTE SUR AIN
1800	VILLIEU LOYES MOLLON
1440	VIRIAT
1510	VIRIEU LE GRAND
1260	VIRIEU LE PETIT
1300	VIRIGNIN
1460	VOLOGNAT
1350	VONGNES
1540	VONNAS
1200	VOUVRAY
1360	CAMP DE LA VALBONNE
1310	CORGENON
1120	JAILLEUX
1120	LA LECHERE
